FileName,ParagraphIndex,SpanishText,TranslationEnglish Google Translate,
"Scan Jan 5, 2024 (2).pdf",ABEL,"Poned en cada mano vuestra, las diferentes acciones que conforman un solo día, los diferentes sentimientos que habéis experimentado en ello y las reacciones correspondientes en cada caso; podéis hacerlo en esos momentos de reflexión, de relajamiento después de una jornada de trabajo; entonces podréis también ir depurando, como lo hacéis con las semillas, lo que os haya servido para buenos fines de lo que sólo haya sido producto de la frustración y el desencanto; entonces apartad en una sola mano, lo que signifique la semilla del amor, de actos positivos y aquellos otros, las de frustración, las de aspecto negativo, con la otra manecita arrojadlas a la basura, donde jamás puedan ya causaros daño y malestar a vuestros semejantes.","Put in each of your hands, the different actions that make up a single day, the different feelings that you have experienced in it and the corresponding reactions in each case; you can do it in those moments of reflection, of relaxation after a day's work; then you can also purify, as you do with the seeds, what has served you for good purposes from what has only been the product of frustration and disenchantment; then put aside in one hand, what means the seed of love, of positive acts and those others, those of frustration, those of negative aspect, with the other hand throw them in the trash, where they can never cause you harm and discomfort to your fellow men.",
"Scan Jun 29, 2024 (1).pdf",ABEL,"Volad con vuestra imaginación hacia las regiones más ignotas a donde pretenda conduciros vuestro espíritu y dejaos llevar por él de la mano al resaltar vuestras virtudes, en un intento mayor de purificación.","Fly with your imagination to the most unknown regions where your spirit intends to lead you and let it take you by the hand in highlighting your virtues, in a greater attempt of purification.",
"Scan Sep 6, 2024 (1).pdf",ABEL,"El manto protector de esa Virgen Purísima, sea cubriendo a mis hermanos benditos y sea allegándose así de esta hermosa manera, la luz bendita del Espíritu Santo, para que resarciendo de todas vuestras tristezas, de vuestras mayores cuitas, pueda volver la calma a vuestros espíritus tan asolados por la ignominia que os rodea, tan fatigados por el cansancio de los tiempos que corren y a la vez, sea develada así esa flama indemne, jubilosa, que a pesar de lo anteriormente expuesto, arde jubilosa en vuestro pecho, ese deseo inconmensurable de acercaros hacia vuestro Creador para darle, para rendirle la pleitesía correspondiente y para refugiarse en Él con la mayor de las ternuras, como el consuelo jamás antes concebido, como la única ventura verdadera a que puede aspirar el espíritu, cuando habiendo probado y transitado por tantas veredas, se da cuenta de que el único y verdadero camino, es el que os conduce a Dios.","The protective mantle of the Most Pure Virgin, may it cover my blessed brothers and sisters, and may it bring in this beautiful way the blessed light of the Holy Spirit, so that by redeeming all your sadness, your greatest troubles, may calm return to your spirits, so devastated by the ignominy that surrounds you, so tired by the weariness of the times you are living in, and at the same time, may that unharmed, jubilant flame be unveiled, which in spite of the above, burns jubilantly in your breast, that immeasurable desire to approach your Creator to give Him, to pay Him the corresponding homage and to take refuge in Him with the greatest of tenderness, as the consolation never before conceived, as the only true happiness to which the spirit can aspire, when having tried and traveled through so many paths, it realizes that the only true path is the one that leads you to God.",
"Scan Sep 6, 2024 (1).pdf",ABEL,"Tranitáis mis hermanos benditos, incansablemente, por los diversos caminos a los que os lleva vuestra propia intuición, que os conduce vuestra inexperiencia o vuestras actuales circunstancias; transitáis así un sendero de una y mil vicisitudes que deberéis afrontar, pues sólo así conseguiréis obtener esa experiencia que os deja la lección correspondiente o la prueba, una más, de las que necesitáis para trascender en la vía de vuestra propia evolución y en verdad os digo que en ese camino, largo en trayecto o corto en experiencias, necesitáis aplicaros en grande manera para no dejar pasar las oportunidades que tenéis, de demostrar a cada paso cuanto habéis aprendido, todo lo que aprontado en vuestro espíritu os da la certeza de que estáis actuando bien, acorde con vuestra propia conciencia y que os proporcione la paz espiritual tan anhelada; así, sois vosotros mismos vuestro propio parámetro, porque ya estáis en condiciones de sopesar y medir las consecuencias de vuestros actos y la trascendencia de vuestras acciones; en este período en que sabréis seguramente, luchar denodadamente por vencer las tentaciones, por dominar en vosotros mismos, esas tendencias que os conducen a un vacío de satisfacciones verdaderas, porque lo pasajero, por lo mismo es fútil y se esfuma a la brevedad, en cambio, recordad siempre que las satisfacciones verdaderas, son las que dejan en el alma y para siempre, el sabor dulce de la reconciliación con vuestro propio yo interno, con vuestra esencia espiritual y el equilibrio que se requiere para que exista la armonía con lo que os rodea y os acerca a Dios.","You transit, my blessed brothers, tirelessly, along the different paths to which your own intuition leads you, which your inexperience or your present circumstances lead you; You thus travel a path of one and a thousand vicissitudes that you will have to face, because only in this way will you manage to obtain that experience that leaves you the corresponding lesson or the proof, one more, of those that you need to transcend on the path of your own evolution and truly I tell you that on that path, long in distance or short in experiences, you need to apply yourselves in a great way so as not to let yourselves be left without experience, you need to apply yourselves in a great way so as not to miss the opportunities that you have, to demonstrate at each step how much you have learned, all that is prepared in your spirit gives you the certainty that you are acting well, according to your own conscience and that gives you the spiritual peace so longed for; thus, you are your own parameter, because you are already in a position to weigh and measure the consequences of your acts and the transcendence of your actions; In this period in which you will surely know how to fight hard to overcome temptations, to dominate in yourselves those tendencies that lead you to an emptiness of true satisfactions, because what is fleeting is futile and vanishes in a short time, instead, always remember that true satisfactions are those that leave in the soul and forever, the sweet taste of reconciliation with your own inner self, with your spiritual essence and the balance that is required for harmony with what surrounds you and brings you closer to God.",
El Scan abr 17-1 2025.pdf,ABEL,"Venís a buscar la salvación, a través de procurar la dicha a vuestros semejantes y hermanos, en pos de una mejor estela en el universo que os rodea y al que sentís tan desprotegido, tan extraviado en un camino equivocado que le lleva hacia la destrucción y os digo que en cada semilla que así sois sembrando, al fructificar renacerá cien veces, por cuanto sea el amor que hayáis depositado en ella, por cuanto sea el esmero que pongáis para cultivarla, para desarrollarla y alcanzar así la meta requerida; porque es así como fructifica el amor verdadero, cuando se entrega sin condiciones y con el único propósito de alabar a ese Dios.","You come in search of salvation, through procuring happiness for your fellow men and brothers, in search of a better wake in the universe that surrounds you and which you feel so unprotected, so lost in a wrong path that leads to destruction and I tell you that in each seed that you are sowing in this way, when it bears fruit it will be reborn a hundred times, no matter how much love you have deposited in it, no matter how much care you put in cultivating it, in developing it and thus reaching the required goal; for that is how true love bears fruit, when it is given unconditionally and for the sole purpose of praising this God.",
"Scan Jan 26, 2025 (1).pdf",ABEL,"Venid y observad las luces iridiscentes de cada nuevo día, venid y al lado de ese Padre, aprended a distinguir la luminosidad enriquecida, de la obscuridad doliente y semejante a la de vuestros espíritus, cuando se niegan a contemplar de esa claridad que mi Padre les ofrece, refugiándose, replegándose en esa ausencia de luz, que obnubila y que les impide el avance continuo, la oportunidad de encontrarse en el camino verdadero, el alejamiento así, de cuanto pueda significar la elevación de su propio espíritu hacia las más altas mansiones de Dios; ello os servirá a vosotros sus seguidores, para poder apreciar la gracia que poseéis, cuando siendo rescatados de esa vorágine que azota y envuelve ahora a la humanidad bendita, sois partícipes de esa grandeza que el Señor otorga, quienes mansamente fueron guiados por Él hacia su luz.","Come and observe the iridescent lights of each new day, come and at the side of this Father, learn to distinguish the enriched luminosity from the painful darkness similar to that of your spirits, when they refuse to contemplate the clarity that my Father offers them, taking refuge, retreating into that absence of light, which obscures and prevents them from continuous progress, the opportunity to find themselves on the true path, thus distancing themselves from everything that could mean the elevation of their own spirit towards the highest mansions of God; It will serve you, His followers, to be able to appreciate the grace that you possess, when, being rescued from that maelstrom that is now sweeping and enveloping blessed humanity, you are partakers of that greatness that the Lord bestows upon those who have been meekly guided by Him toward His light.",
el scan nov 08 2025.pdf,ABEL,"Asemejad en una copa una sola gota de vino, en una copa enorme en proporción con lo depositado, ahora tratad de saborearla y veréis que aún con cierto esfuerzo lograréis degustarla y aprenderéis cuán difícil es a veces para algunos saborear ese dulzor, paladear esa pequeñísima porción de lo agradable, de lo placentero, porque de cierto y en verdad es así como se os entrega la grandeza de ese Padre, poco a poco para que aprendáis a degustarle, a saborearle en cuanto se requiera y cuando vuestro paladar ha aprendido ya a reconocerle, podéis ver, os dais cuenta que es tanto lo que necesitáis de ello, lo que le valoráis, que no deseáis dejarle nunca más; eso, tratándose de seres privilegiados como sois vosotros, otros, tomadlo en cuenta, empiezan apenas a paladear la primera gota.","Try to taste it and you will see that even with some effort you will be able to taste it and you will learn how difficult it is sometimes for some to taste that sweetness, to savor that very small portion of what is pleasant, of what is pleasurable, because truly and truly this is how the greatness of this Father is given to you, little by little so that you learn to taste Him, to savor Him as much as it is required, and when your palate has already learned to recognize Him, you can see, you realize that you need Him so much, how much you value Him, that you do not wish to leave Him anymore; This, in the case of privileged beings such as yourselves, others, take it into account, are just beginning to taste the first drop.",
"Scan Apr 25, 2020.pdf",ABEL,"Acaso podréis contemplar esas montañas que ahora lucen tan orgullosamente, acaso podréis aún deleitaros con los bosques cuyo atmósfera es llena de paz y de quietud necesitada noblemente por las almas que anhelan la paz ante todo y antepuesta a cuanto ahora significa turbulencia, a cuanto hoy goza de desasosiego y si es que aun tenéis pulsan más que del cuerpo físico como son las de vuestro alma, para disfrutar lo que a cualquiera al Padre os entrega en este mismo de sus benditos allegados, de los que pasan de todo mundo en contradicción más que ambiente tóxico y malsano, de los tiempos, de las abigarradas misiones que vosotros mismos como humanos y en especial vuestros tras y equivocas tendencias han disminuido por el mundo, si creéis y recordáis un vuestro alma la esencia de ese amor como el Padre ha dotado el alma de sus hijos, de cuantos comparte en su esencia divina para que los compartáis con todos otros con quienes han perdido la capacidad de asimilarla, de valorarla, de aplicarla en bien de sus hermanos en el mundo los vosotros que si multiplicáis de ello, entendiendo que es justo y precisamente la misión que lleváis entre otras muchas, la de impartir la enseñanza del Padre, de recordar y hacer recuento de cuanta gracia mi Señor se ha entregado para aprender una vez más a agradecerla a compartirla a través de ese constante súplicos y la mejor aplicacion de sus deseos.","Perhaps you will be able to contemplate those mountains that now look so proudly, perhaps you will still be able to delight yourself with the forests whose atmosphere is full of peace and stillness nobly needed by the souls that yearn for peace above all and before everything that now means turbulence, to everything today enjoys of uneasiness and if you still have pulsan more than of the physical body as they are those of your soul, to enjoy what to anyone the Father gives you in this same one of his blessed close ones, of those who pass from all the world in contradiction more than toxic and unhealthy environment, of the times, of the variegated missions that you yourselves as humans and especially your wrong and wrong tendencies have diminished for the world, if you believe and remember in your soul the essence of that love as the Father has endowed the soul of his children, of how many he shares in his divine essence so that you share it with all the others with whom you have lost the capacity to assimilate it, to value it, to apply it for the good of their brothers in the world, you who multiply it, understanding that it is just and precisely the mission that you carry among many others, that of imparting the teaching of the Father, of remembering and counting how much grace my Lord has given Himself to learn once again to be grateful for it and to share it through constant supplication and the best application of His desires.",
"Scan Apr 14, 2022.pdf",ABRAHAM,"Tened en firme más que nunca, que a vuestro lado el escudo de mi Señor es protegiendo cuanto de bueno hagáis por cada uno de vuestros hermanos, por cada una de vuestras intenciones que sean catalogadas como tales y con ese escudo también se es protegiendo cuanto mi Padre desea se lleve a cabo, se realice en beneficio de los demás en colectivo, a través de la oración conjunta que os renueve la esperanza, la que cambie o desvanezca totalmente esa decisión antes tomada, de que mi Padre y Señor del Universo se apiade y vuelva entonces a tomar en cuenta la posibilidad de vuestra salvación como planeta; poned por ello y en ello vuestro esfuerzo porque ciertamente no son muchas las horas que tendréis, dado que vuestros tiempos como veis, cada vez más y más se acortan para vosotros; es de este modo que se os pide, se os reitera la necesidad de hacer cada vez más frecuente la petición en oraciones.","Be steadfast more than ever, knowing that at your side, the shield of my Lord is protecting all the good you do for each of your brothers and sisters, for each of your intentions that are classified as such. With that shield, you are also protecting all that my Father desires to be carried out, to be done for the benefit of others as a collective, through joint prayer that renews your hope, which changes or completely reverses that decision previously made, so that my Father and Lord of the Universe may have mercy and then reconsider the possibility of your salvation as a planet. Put your effort into this, because you certainly do not have many hours left, given that your time, as you can see, is becoming shorter and shorter for you. it is in this way that we ask you, we reiterate the need to make your requests in prayer more and more frequent.",
"Scan Aug 13, 2022 (1).pdf",ABRAHAM,"Dichas así las cosas se os previene que en lo sucesivo, es menester que dediquéis muy convenientemente un tiempo vuestro para hacer una oración tan expedita como verdadera por la concentración que se requiere, para rogar esta vez y con la mayor concentración, se os reitera, por lo que está fraguándose en el mundo en represalia por lo que consideran los poderosos como una ofensa a su orgullo malherido, pues que como sabéis y no es necesario abundar mucho en ello para entender lo que de sobra sabéis y conocéis, el ego y la codicia que es lo clásico en aquellos países dominantes y que por lo mismo en uno más de esos momentos de locura, locura de poder tan manifiesta, pueden desatar un holocausto y no es necesario el explicaros mucho, dicho de ese modo, ya que lo imagináis, sabéis y habéis vivido.","Having said this, you are warned that from now on, it is necessary that you dedicate very conveniently your time to make a prayer as expeditious as true for the concentration that is required, to pray this time and with the greatest concentration, it is reiterated, for what is being forged in the world in retaliation for what the powerful consider as an offense to their badly wounded pride, for as you know and it is not necessary to dwell much on it to understand what you know and know well, the ego and greed that is the classic in those dominant countries and that for the same reason in one more of those moments of madness, madness of power so manifest, they can unleash a holocaust and it is not necessary to explain much, said in this way, since you imagine it, you know and have lived it.",
"Scan Dec 31, 2022.pdf",ABRAHAM,"Ardeláis en estas fechas el seguir transitando en este mundo, deseáis con vehemencia y en tal forma soléis decirlo y manifestarlo hacia los otros y ello si bien es un tanto verdadero en cuanto a la buena voluntad así expresada, también os debe dar la certeza al mismo tiempo, de la fragilidad de vuestra carne, de lo transitorio que es el paso vuestro en esta vida y siendo así bien podéis estar alertas porque a sabiendas de que más tarde o más temprano indiferente o indistintamente por decirlo, acabaréis retornando hacia ese Padre, hacia ese principio y fin que es de todo lo existente y como todo viaje que además placentero o prolongado requiere por lo mismo un equipaje ¿por qué no prepararos poco a poco para ese vuestro, el de todos los seres de este mundo y al que deberéis llevar ante ese Padre las galas conque podáis presentaros ante vuestro CREADOR SUPREMO y las ofrendas que a guisa de regalos llevaréis en el momento de ese ocaso en donde os liberaréis de esta existencia, para transitar hacia caminos eternos que verdaderamente son los más firmes, los más puros, los más ciertos y todo ello es como una reflexión mis hermanos benditos que se os hace y se os ha hecho muchas veces; si todos sois vulnerables en la carne ¿por qué no considerar de vuestro espíritu? ¿por qué no darle así la oportunidad de que reciba de vosotros el apoyo mejor y verdadero, el el recordar al unísono de cuanto él con la experiencia de otras encarnaciones ya vividas os puede repasar o asesorar lo conveniente, lo que lleva hacia ese Padre limpiamente, lo que os hará dignos de acercaros y de esta forma ir marchando al unísono de las actitudes que sean acordes a lo que conocéis en enseñanzas, poder sentiros tranquilos y reposados con el acopio de las mejores actitudes conque ya cuando vuestro Padre lo decida, estaréis suficientemente preparados sin agobios ni apuros torturantes, sino con la paz de DIOS y la conciencia muy tranquila, de llevar completo debidamente el equipaje.","You are reluctant at this time to continue traveling in this world, you desire vehemently and in such a way that you usually say it and express it to others, and although this is somewhat true in terms of the goodwill thus expressed, it should also give you certainty at the same time of the fragility of your flesh, of how transitory your passage through this life is. And so, you would do well to be alert, because knowing that sooner or later, indifferently or indistinctly, so to speak, you will end up returning to that Father, to that beginning and end that is all that exists, and like any journey, whether pleasant or prolonged, requires luggage, why not prepare little by little for yours, that of all beings in this world, and to which you must bring before that Father the finery with which you can present yourselves before your SUPREME CREATOR and the offerings that, in the manner of gifts, you will bring at the moment of that sunset where you will be freed from this existence, to travel toward eternal paths that are truly the most firm, the purest, the truest, and all of this is like a reflection, my blessed brothers and sisters, that is made to you and has been made to you many times; if you are all vulnerable in the flesh, why not consider your spirit? Why not give it the opportunity to receive from you the best and truest support, remembering in unison all that it, with the experience of other incarnations already lived, can review or advise you on what is convenient, what leads cleanly to that Father, what will make you worthy of approaching and thus walking in unison with the attitudes that are in accordance with what you know in teachings, to be able to feel calm and at peace with the accumulation of the best attitudes so that when your Father decides, you will be sufficiently prepared without stress or torturous anxiety, but with the peace of GOD and a very calm conscience, having properly packed your bags.",
